Phrase,Target
equivalent combination education work experience,0
logical physical database design concepts,0
good knowledge database technology platforms,0
ms ssis,0
db2 skills advantage,0
demonstrated ability understand,0
abstract database concepts,0
informational needs business data solutions,0
level associates,0
principal responsibilities,0
responsibility database administrator,0
planning development database,0
database issues,0
functional responsibilities,0
databases support applications,0
whole system,0
ensures compliance organization,0
data database standards,0
implement tools/solutions,0
database access permissions,0
performance manage parameters order,0
conceptual design,0
logical design,0
specific data model,0
physical design meet system storage requirements,0
install test,0
new versions,0
management system,0
dbms,0
maintain database documentation,0
data standards,0
procedures definitions data dictionary,0
manage test back-up,0
manage security disaster recovery,0
carry capacity planning,0
supervisory responsibilities,0
work guidance,0
level project staff,0
manage vendor resources,0
quality projects,0
hanoi vietnam,0
sends,0
info @ tuyendungtot.com.vn,0
hotline,0
contact job poster dao duc,0
ceo tuyen dung tot jsc job poster location hanoi capital region send inmail,0
database engineer/administrator business application team,0
responsible design implement databases,0
functions capacity,0
finance team business application team members,0
exploit database efficiency support design generate reports,0
contribute ideas efforts projects,0
principal * * software engineer contribute,0
bi reports solutions position reports,0
principal software,0
engineer part,0
multi-functional team,0
relational databases management systems,0
mysql oracle,0
sql experience reporting bi tools,0
tableau experience,0
every year performance bonus,0
major responsibilities,0
installation upgrades,0
rdbms software,0
administrate maintain,0
oracle rdbms installations,0
build new databases,0
data migrations,0
perform backup recovery,0
management backup media,0
interaction oracle application development,0
effective database activities,0
database usage,0
security operation policy apply operation,0
design implement redundant system,0
disaster recovery data,0
effective protection integrity data assets,0
call basis,0
critical errors service interruptions,0
assigned manager,0
telecommunication,0
work-related experience oracle dba advantage,0
oracle certificate,0
knowledge database,0
oracle data guard,0
rac asm,0
oracle database migration,0
high availability solutions,0
team independence,0
strong communication,0
technical document,0
certificate company request,0
territory alignment region,0
moth,0
year-end bonus,0
healthcare insurance,0
company outing,0
professional training courses,0
international certification exams,0
promotion policy,0
career path position,0
block,0
manor central park,0
nguyen xien street,0
hoang mai district,0
hanoi ➡️📞☎️,0
interested job,0
plz contact,0
thuy.doan,0
databaseadministrator contact job poster thuy doan,0
hr executive mps,0
joint stock company job poster location,0
update malware protection software,0
sure data,0
secure potential breaches,0
unauthorized access,0
accidental loss corruption,0
besides,0
organize databases data,0
available users,0
important documents,0
efficient manner,0
first respondent database problems,0
periodic maintenance troubleshooting,0
duties responsibilities,0
▪,0
data▪ monitoring system performance,0
user-reported errors,0
access permissions privileges,0
security database▪,0
able recovered event data loss.▪ suggesting changes improvements database maintenance,0
protection.▪ responsibility,0
integrity performance company databases▪,0
end users changes databases,0
utilize systems▪,0
write database documentation,0
operational staff,0
database integrity security,0
cầyou ứng viên ▪ bachelor ’ degree information technology,0
good english reading,0
technical discussion team.▪ knowledge software development methodology,0
agile/scrum,0
knowledge internet system,0
firewall technology,0
computing.▪,0
advanced certification mcdba,0
.net advantageous.▪ proficiency data manipulation languages,0
oracle database,0
postgresql.▪ analytical mindset,0
good problem-solving skills.▪,0
communication skills.▪,0
responsible.▪,0
pressure.▪ up-to-date trends developments,0
database administration,0
quyền lợi attractive salary,0
viet health,0
insurance- salary review,0
year welfare regime,0
picnic,0
enjoy holidays,0
teatime,0
9h-18h monday,0
friday hạn nộp hồ sơ,0
bolloré group,0
strong entrepreneurial spirit desire create link people environment,0
results-based culture,0
thanks family,0
long-term investment visionary strategy,0
dollars revenue,0
strong positions business lines,0
transportation logistics,0
communications media,0
electricity storage solutions,0
information services bolloré group company,0
paris,0
implement solutions transportation,0
logistics energy business line,0
abidjan,0
information services,0
grow development teams,0
information services engage collaboration ekino vietnam,0
part havas group / bolloré group,0
